antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedents_list,consequents_list,antecedent_names,consequent_names,consequent_description
22726,22730,0.045877465035988066,0.027327520627304112,0.016092223067470303,0.35076530612244894,12.835606673076082,1.0,0.014838505695370915,1.4981831509394765,0.9664290373839592,0.28176229508196726,0.33252486561945194,0.469815201241096,['22726'],['22730'],['ALARM CLOCK BAKELIKE GREEN'],['ALARM CLOCK BAKELIKE IVORY'],ALARM CLOCK BAKELIKE IVORY
85152,21166,0.034291064427409444,0.035051787699689856,0.015331499795189888,0.447098976109215,12.75538297617759,1.0,0.014129536684883946,1.7452458407653757,0.9543266017328333,0.28385698808234017,0.42701482126927687,0.4422473177708012,['85152'],['21166'],['HAND OVER THE CHOCOLATE   SIGN'],['COOK WITH WINE METAL SIGN'],COOK WITH WINE METAL SIGN
21166,85152,0.035051787699689856,0.034291064427409444,0.015331499795189888,0.43739565943238734,12.75538297617759,1.0,0.014129536684883946,1.7164974848901535,0.9550789513885353,0.28385698808234017,0.4174183132788019,0.4422473177708012,['21166'],['85152'],['COOK WITH WINE METAL SIGN'],['HAND OVER THE CHOCOLATE   SIGN'],HAND OVER THE CHOCOLATE   SIGN
20719,20724,0.03101410263912458,0.04324419217040201,0.01691146351454152,0.5452830188679246,12.60939311154799,1.0,0.015570283700022643,2.104068789002851,0.9501624786780039,0.29489795918367356,0.5247303675494779,0.4681760155232722,['20719'],['20724'],['WOODLAND CHARLOTTE BAG'],['RED RETROSPOT CHARLOTTE BAG'],RED RETROSPOT CHARLOTTE BAG
20724,20719,0.04324419217040201,0.03101410263912458,0.01691146351454152,0.3910690121786198,12.609393111547988,1.0,0.015570283700022643,1.591290173665971,0.962308286509423,0.29489795918367356,0.37157910194579585,0.4681760155232722,['20724'],['20719'],['RED RETROSPOT CHARLOTTE BAG'],['WOODLAND CHARLOTTE BAG'],WOODLAND CHARLOTTE BAG
22728,22727,0.035871028146761075,0.05131956229153257,0.023172801217157236,0.6460032626427407,12.587856049374908,1.0,0.021331915753718213,2.679912941545118,0.9548083100978222,0.3619744058500914,0.626853550166654,0.5487713006486223,['22728'],['22727'],['ALARM CLOCK BAKELIKE PINK'],['ALARM CLOCK BAKELIKE RED'],ALARM CLOCK BAKELIKE RED
22727,22728,0.05131956229153257,0.035871028146761075,0.023172801217157236,0.45153933865450396,12.587856049374908,1.0,0.021331915753718213,1.7578817220692107,0.9703566319498962,0.3619744058500914,0.43113351288339513,0.5487713006486223,['22727'],['22728'],['ALARM CLOCK BAKELIKE RED'],['ALARM CLOCK BAKELIKE PINK'],ALARM CLOCK BAKELIKE PINK
22114,22112,0.029960793492890162,0.040610919304815966,0.015214465445608286,0.5078125,12.504334023775215,1.0,0.013997730078760269,1.9492349576029135,0.9484438587291939,0.27484143763213525,0.48697821363220495,0.44122613472622474,['22114'],['22112'],['HOT WATER BOTTLE TEA AND SYMPATHY'],['CHOCOLATE HOT WATER BOTTLE'],CHOCOLATE HOT WATER BOTTLE
22112,22114,0.040610919304815966,0.029960793492890162,0.015214465445608286,0.37463976945244953,12.504334023775215,1.0,0.013997730078760269,1.5511686850597561,0.9589724822295728,0.27484143763213525,0.3553247885728968,0.44122613472622474,['22112'],['22114'],['CHOCOLATE HOT WATER BOTTLE'],['HOT WATER BOTTLE TEA AND SYMPATHY'],HOT WATER BOTTLE TEA AND SYMPATHY
21755,21754,0.03247703200889461,0.040376850605652756,0.016092223067470303,0.4954954954954955,12.271771771771773,1.0,0.014780902797932163,1.9021101711209385,0.9493440513762276,0.2835051546391753,0.4742680969889946,0.44702311006658835,['21755'],['21754'],['LOVE BUILDING BLOCK WORD'],['HOME BUILDING BLOCK WORD'],HOME BUILDING BLOCK WORD
21754,21755,0.040376850605652756,0.03247703200889461,0.016092223067470303,0.3985507246376812,12.271771771771773,1.0,0.014780902797932163,1.6086526455755727,0.9571592502868801,0.2835051546391753,0.3783617596064675,0.44702311006658835,['21754'],['21755'],['HOME BUILDING BLOCK WORD'],['LOVE BUILDING BLOCK WORD'],LOVE BUILDING BLOCK WORD
22728,22726,0.035871028146761075,0.045877465035988066,0.020071390953244776,0.5595432300163132,12.196472267536704,1.0,0.0184257191136368,2.1662115330849603,0.9521641868692124,0.32542694497153696,0.5383645665592626,0.4985216150081566,['22728'],['22726'],['ALARM CLOCK BAKELIKE PINK'],['ALARM CLOCK BAKELIKE GREEN'],ALARM CLOCK BAKELIKE GREEN
22726,22728,0.045877465035988066,0.035871028146761075,0.020071390953244776,0.43749999999999994,12.196472267536704,1.0,0.0184257191136368,1.7140070610724247,0.9621500854251545,0.32542694497153696,0.4165718317552804,0.4985216150081566,['22726'],['22728'],['ALARM CLOCK BAKELIKE GREEN'],['ALARM CLOCK BAKELIKE PINK'],ALARM CLOCK BAKELIKE PINK
21166,21175,0.035051787699689856,0.04043536778044356,0.01708701503891392,0.4874791318864775,12.055761048926216,1.0,0.015669683111914936,1.8722449990212195,0.9503640645638288,0.29258517034068143,0.46588186881375865,0.45502755436581477,['21166'],['21175'],['COOK WITH WINE METAL SIGN'],['GIN + TONIC DIET METAL SIGN'],GIN + TONIC DIET METAL SIGN
21175,21166,0.04043536778044356,0.035051787699689856,0.01708701503891392,0.42257597684515197,12.055761048926215,1.0,0.015669683111914936,1.6711258513772291,0.9556960254090459,0.29258517034068143,0.40160102294158895,0.45502755436581477,['21175'],['21166'],['GIN + TONIC DIET METAL SIGN'],['COOK WITH WINE METAL SIGN'],COOK WITH WINE METAL SIGN
20724,22355,0.04324419217040201,0.03411551290303704,0.017438118087658726,0.4032476319350473,11.820066521677571,1.0,0.015962820291687965,1.618568335520761,0.9567729819592391,0.29101562499999994,0.3821700461733929,0.4571984300327037,['20724'],['22355'],['RED RETROSPOT CHARLOTTE BAG'],['CHARLOTTE BAG SUKI DESIGN'],CHARLOTTE BAG SUKI DESIGN
22355,20724,0.03411551290303704,0.04324419217040201,0.017438118087658726,0.5111492281303601,11.82006652167757,1.0,0.015962820291687965,1.9571531086479141,0.9477304165172397,0.29101562499999994,0.489053771224448,0.4571984300327037,['22355'],['20724'],['CHARLOTTE BAG SUKI DESIGN'],['RED RETROSPOT CHARLOTTE BAG'],RED RETROSPOT CHARLOTTE BAG
"20725, 22382",20726,0.027327520627304112,0.0478670489788753,0.015097431096026685,0.5524625267665954,11.541604058574997,1.0,0.013789343327688294,2.12749324462615,0.9390179634909932,0.25121713729308665,0.5299632548653647,0.43393297487474025,"['20725', '22382']",['20726'],"['LUNCH BAG RED RETROSPOT', 'LUNCH BAG SPACEBOY DESIGN']",['LUNCH BAG WOODLAND'],LUNCH BAG WOODLAND
20726,"20725, 22382",0.0478670489788753,0.027327520627304112,0.015097431096026685,0.3154034229828851,11.541604058574997,1.0,0.013789343327688294,1.4207965859408307,0.9592745737291677,0.25121713729308665,0.29616947992747705,0.43393297487474025,['20726'],"['20725', '22382']",['LUNCH BAG WOODLAND'],"['LUNCH BAG RED RETROSPOT', 'LUNCH BAG SPACEBOY DESIGN']","LUNCH BAG RED RETROSPOT, LUNCH BAG SPACEBOY DESIGN"
22910,22086,0.040552402130025166,0.05693721107144947,0.026391245830651295,0.6507936507936507,11.430023328276153,1.0,0.024082305151119754,2.700588895568121,0.9510796803503532,0.37119341563785996,0.6297103932993731,0.557154276578737,['22910'],['22086'],['PAPER CHAIN KIT VINTAGE CHRISTMAS'],"[""PAPER CHAIN KIT 50'S CHRISTMAS""]",PAPER CHAIN KIT 50'S CHRISTMAS
22086,22910,0.05693721107144947,0.040552402130025166,0.026391245830651295,0.4635149023638232,11.430023328276153,1.0,0.024082305151119754,1.7883956182518879,0.9676037750697685,0.37119341563785996,0.4408396051778102,0.557154276578737,['22086'],['22910'],"[""PAPER CHAIN KIT 50'S CHRISTMAS""]",['PAPER CHAIN KIT VINTAGE CHRISTMAS'],PAPER CHAIN KIT VINTAGE CHRISTMAS
"20728, 20727",22384,0.024635730586927262,0.05442097255544502,0.015214465445608286,0.6175771971496438,11.348147013000283,1.0,0.01387376502745378,2.4726010593425944,0.9349121301065145,0.23831347387717688,0.5955675921833197,0.448573544811381,"['20728', '20727']",['22384'],"['LUNCH BAG CARS BLUE', 'LUNCH BAG  BLACK SKULL.']",['LUNCH BAG PINK POLKADOT'],LUNCH BAG PINK POLKADOT
22384,"20728, 20727",0.05442097255544502,0.024635730586927262,0.015214465445608286,0.2795698924731183,11.348147013000283,1.0,0.01387376502745378,1.3538638366479965,0.9643613704199137,0.23831347387717688,0.2613732836856923,0.448573544811381,['22384'],"['20728', '20727']",['LUNCH BAG PINK POLKADOT'],"['LUNCH BAG CARS BLUE', 'LUNCH BAG  BLACK SKULL.']","LUNCH BAG CARS BLUE, LUNCH BAG  BLACK SKULL."
82482,82494L,0.05114401076716016,0.04734039440575809,0.027386037802094913,0.5354691075514875,11.311040270639518,1.0,0.024964860160885213,2.0507992494812006,0.9607261926410863,0.38518518518518513,0.5123852321220743,0.5569805364704286,['82482'],['82494L'],['WOODEN PICTURE FRAME WHITE FINISH'],['WOODEN FRAME ANTIQUE WHITE'],WOODEN FRAME ANTIQUE WHITE
82494L,82482,0.04734039440575809,0.05114401076716016,0.027386037802094913,0.5784919653893695,11.311040270639516,1.0,0.024964860160885213,2.2510982266550363,0.9568903693903694,0.38518518518518513,0.5557723833819881,0.5569805364704286,['82494L'],['82482'],['WOODEN FRAME ANTIQUE WHITE'],['WOODEN PICTURE FRAME WHITE FINISH'],WOODEN PICTURE FRAME WHITE FINISH
"20728, 20725",22384,0.026859383228977705,0.05442097255544502,0.016326291766633506,0.6078431372549019,11.169281045751633,1.0,0.014864578009073131,2.411226519983615,0.935598316295851,0.25135135135135134,0.5852733072930886,0.4539215686274509,"['20728', '20725']",['22384'],"['LUNCH BAG CARS BLUE', 'LUNCH BAG RED RETROSPOT']",['LUNCH BAG PINK POLKADOT'],LUNCH BAG PINK POLKADOT
22384,"20728, 20725",0.05442097255544502,0.026859383228977705,0.016326291766633506,0.3,11.169281045751633,1.0,0.014864578009073131,1.3902008811014606,0.962868989417662,0.25135135135135134,0.28067949488875527,0.4539215686274509,['22384'],"['20728', '20725']",['LUNCH BAG PINK POLKADOT'],"['LUNCH BAG CARS BLUE', 'LUNCH BAG RED RETROSPOT']","LUNCH BAG CARS BLUE, LUNCH BAG RED RETROSPOT"
85152,21175,0.034291064427409444,0.04043536778044356,0.01544853414477149,0.45051194539249145,11.14153203301344,1.0,0.014061962343066304,1.746288430064162,0.942567375261431,0.2606120434353406,0.4273569115021519,0.4162834690783007,['85152'],['21175'],['HAND OVER THE CHOCOLATE   SIGN'],['GIN + TONIC DIET METAL SIGN'],GIN + TONIC DIET METAL SIGN
21175,85152,0.04043536778044356,0.034291064427409444,0.01544853414477149,0.38205499276411,11.141532033013439,1.0,0.014061962343066304,1.5627748816877283,0.9486028414403825,0.2606120434353406,0.3601125717351921,0.4162834690783007,['21175'],['85152'],['GIN + TONIC DIET METAL SIGN'],['HAND OVER THE CHOCOLATE   SIGN'],HAND OVER THE CHOCOLATE   SIGN
21181,21166,0.04002574755690795,0.035051787699689856,0.01550705131956229,0.38742690058479534,11.052985482626992,1.0,0.014104077313676173,1.5752376544472844,0.9474490635045689,0.2603143418467584,0.3651751548874207,0.41491545363129584,['21181'],['21166'],['PLEASE ONE PERSON METAL SIGN'],['COOK WITH WINE METAL SIGN'],COOK WITH WINE METAL SIGN
21166,21181,0.035051787699689856,0.04002574755690795,0.01550705131956229,0.44240400667779634,11.05298548262699,1.0,0.014104077313676173,1.7216304706988388,0.942565305445267,0.2603143418467584,0.41915526181754714,0.41491545363129584,['21166'],['21181'],['COOK WITH WINE METAL SIGN'],['PLEASE ONE PERSON METAL SIGN'],PLEASE ONE PERSON METAL SIGN
"20725, 20727",22384,0.03025337936684417,0.05442097255544502,0.01802328983556674,0.5957446808510638,10.946968657057882,1.0,0.016376871507334245,2.3390639099944255,0.9369978621426848,0.2704126426690079,0.5724785476244711,0.46346373827499426,"['20725', '20727']",['22384'],"['LUNCH BAG RED RETROSPOT', 'LUNCH BAG  BLACK SKULL.']",['LUNCH BAG PINK POLKADOT'],LUNCH BAG PINK POLKADOT
22384,"20725, 20727",0.05442097255544502,0.03025337936684417,0.01802328983556674,0.3311827956989247,10.94696865705788,1.0,0.016376871507334245,1.4499426964450723,0.9609461335125051,0.2704126426690079,0.31031757154832995,0.46346373827499426,['22384'],"['20725', '20727']",['LUNCH BAG PINK POLKADOT'],"['LUNCH BAG RED RETROSPOT', 'LUNCH BAG  BLACK SKULL.']","LUNCH BAG RED RETROSPOT, LUNCH BAG  BLACK SKULL."
84991,21977,0.03844578383755632,0.03914798993504594,0.016384808941424307,0.4261796042617961,10.88637258180842,1.0,0.0148797337827067,1.6744821501662461,0.9444522447489219,0.26768642447418733,0.4028004419750203,0.4223573656585512,['84991'],['21977'],['60 TEATIME FAIRY CAKE CASES'],['PACK OF 60 PINK PAISLEY CAKE CASES'],PACK OF 60 PINK PAISLEY CAKE CASES
21977,84991,0.03914798993504594,0.03844578383755632,0.016384808941424307,0.4185351270553064,10.886372581808418,1.0,0.0148797337827067,1.6536755028603463,0.9451424656342441,0.26768642447418733,0.3952864402536594,0.4223573656585512,['21977'],['84991'],['PACK OF 60 PINK PAISLEY CAKE CASES'],['60 TEATIME FAIRY CAKE CASES'],60 TEATIME FAIRY CAKE CASES
22662,22382,0.034934753350108254,0.057814968693311486,0.02083211422552519,0.5963149078726968,10.314195810360847,1.0,0.018812362554280124,2.333960430249349,0.935735950968396,0.28966639544344996,0.5715437215475135,0.47831939725618644,['22662'],['22382'],['LUNCH BAG DOLLY GIRL DESIGN'],['LUNCH BAG SPACEBOY DESIGN'],LUNCH BAG SPACEBOY DESIGN
22382,22662,0.057814968693311486,0.034934753350108254,0.02083211422552519,0.3603238866396761,10.314195810360847,1.0,0.018812362554280124,1.5086779488767295,0.9584595555164764,0.28966639544344996,0.33716801472140584,0.47831939725618644,['22382'],['22662'],['LUNCH BAG SPACEBOY DESIGN'],['LUNCH BAG DOLLY GIRL DESIGN'],LUNCH BAG DOLLY GIRL DESIGN
"20726, 20725",22382,0.025337936684416876,0.057814968693311486,0.015097431096026685,0.5958429561200924,10.306032669166255,1.0,0.013632519079864014,2.331234963175978,0.9264436215922376,0.22184006878761822,0.5710428095855077,0.42848827967947944,"['20726', '20725']",['22382'],"['LUNCH BAG WOODLAND', 'LUNCH BAG RED RETROSPOT']",['LUNCH BAG SPACEBOY DESIGN'],LUNCH BAG SPACEBOY DESIGN
22382,"20726, 20725",0.057814968693311486,0.025337936684416876,0.015097431096026685,0.2611336032388664,10.306032669166255,1.0,0.013632519079864014,1.3191316692545154,0.9583780486454451,0.22184006878761822,0.2419255611040459,0.42848827967947944,['22382'],"['20726', '20725']",['LUNCH BAG SPACEBOY DESIGN'],"['LUNCH BAG WOODLAND', 'LUNCH BAG RED RETROSPOT']","LUNCH BAG WOODLAND, LUNCH BAG RED RETROSPOT"
23206,23208,0.05061735619404295,0.03481771900052665,0.017789221136403535,0.35144508670520236,10.093857288580175,1.0,0.01602684025188978,1.4882044083146961,0.9489638887807536,0.2629757785467128,0.3280492959079182,0.4311847282265508,['23206'],['23208'],['LUNCH BAG APPLE DESIGN'],['LUNCH BAG VINTAGE LEAF DESIGN'],LUNCH BAG VINTAGE LEAF DESIGN
23208,23206,0.03481771900052665,0.05061735619404295,0.017789221136403535,0.5109243697478992,10.093857288580173,1.0,0.01602684025188978,1.941177570668538,0.9334297400011488,0.2629757785467128,0.4848487767888221,0.4311847282265508,['23208'],['23206'],['LUNCH BAG VINTAGE LEAF DESIGN'],['LUNCH BAG APPLE DESIGN'],LUNCH BAG APPLE DESIGN
"22384, 20727",20728,0.02715196910293171,0.05646907367312306,0.015214465445608286,0.560344827586207,9.923039128104342,1.0,0.013681218901964474,2.1460703422336813,0.9243215731636784,0.22241231822070145,0.5340320490337814,0.4148874396998392,"['22384', '20727']",['20728'],"['LUNCH BAG PINK POLKADOT', 'LUNCH BAG  BLACK SKULL.']",['LUNCH BAG CARS BLUE'],LUNCH BAG CARS BLUE
20728,"22384, 20727",0.05646907367312306,0.02715196910293171,0.015214465445608286,0.2694300518134715,9.923039128104342,1.0,0.013681218901964474,1.3316288649867674,0.9530418105833635,0.22241231822070145,0.2490400093497994,0.4148874396998392,['20728'],"['22384', '20727']",['LUNCH BAG CARS BLUE'],"['LUNCH BAG PINK POLKADOT', 'LUNCH BAG  BLACK SKULL.']","LUNCH BAG PINK POLKADOT, LUNCH BAG  BLACK SKULL."
22384,"22383, 20725",0.05442097255544502,0.030370413716425772,0.016384808941424307,0.3010752688172043,9.913439824310606,1.0,0.01473202149006519,1.387316177298037,0.950874346892046,0.23952095808383228,0.2791837820650093,0.42028715271303374,['22384'],"['22383', '20725']",['LUNCH BAG PINK POLKADOT'],"['LUNCH BAG SUKI DESIGN', 'LUNCH BAG RED RETROSPOT']","LUNCH BAG SUKI DESIGN, LUNCH BAG RED RETROSPOT"
"22383, 20725",22384,0.030370413716425772,0.05442097255544502,0.016384808941424307,0.5394990366088631,9.913439824310604,1.0,0.01473202149006519,2.0533703566683013,0.9272889904302094,0.23952095808383228,0.5129957940843407,0.42028715271303374,"['22383', '20725']",['22384'],"['LUNCH BAG SUKI DESIGN', 'LUNCH BAG RED RETROSPOT']",['LUNCH BAG PINK POLKADOT'],LUNCH BAG PINK POLKADOT
"20728, 22384",20727,0.02498683363567207,0.061443033530341154,0.015214465445608286,0.6088992974238876,9.909981041596968,1.0,0.013679198588714631,2.399783381332601,0.9221328125721355,0.21364009860312244,0.5832957225311313,0.4282591725214676,"['20728', '22384']",['20727'],"['LUNCH BAG CARS BLUE', 'LUNCH BAG PINK POLKADOT']",['LUNCH BAG  BLACK SKULL.'],LUNCH BAG  BLACK SKULL.
20727,"20728, 22384",0.061443033530341154,0.02498683363567207,0.015214465445608286,0.24761904761904763,9.909981041596966,1.0,0.013679198588714631,1.2959035755475243,0.9579510520030502,0.21364009860312244,0.228337648827386,0.4282591725214676,['20727'],"['20728', '22384']",['LUNCH BAG  BLACK SKULL.'],"['LUNCH BAG CARS BLUE', 'LUNCH BAG PINK POLKADOT']","LUNCH BAG CARS BLUE, LUNCH BAG PINK POLKADOT"
"20728, 20725",22383,0.026859383228977705,0.06103341330680555,0.016150740242261104,0.6013071895424836,9.852098333740654,1.0,0.014511420404481026,2.355112914164897,0.9232979947188162,0.22512234910277323,0.5753919083940859,0.4329642371489983,"['20728', '20725']",['22383'],"['LUNCH BAG CARS BLUE', 'LUNCH BAG RED RETROSPOT']",['LUNCH BAG SUKI DESIGN'],LUNCH BAG SUKI DESIGN
22383,"20728, 20725",0.06103341330680555,0.026859383228977705,0.016150740242261104,0.26462128475551294,9.852098333740654,1.0,0.014511420404481026,1.3233189873431241,0.9569017606988602,0.22512234910277323,0.24432430157468193,0.4329642371489983,['22383'],"['20728', '20725']",['LUNCH BAG SUKI DESIGN'],"['LUNCH BAG CARS BLUE', 'LUNCH BAG RED RETROSPOT']","LUNCH BAG CARS BLUE, LUNCH BAG RED RETROSPOT"
"22384, 20725",20727,0.030604482415588975,0.061443033530341154,0.01802328983556674,0.5889101338432122,9.584652644996813,1.0,0.01614285759632697,2.2830943882029375,0.9239433450769924,0.2434782608695652,0.5619979598009012,0.4411217335882728,"['22384', '20725']",['20727'],"['LUNCH BAG PINK POLKADOT', 'LUNCH BAG RED RETROSPOT']",['LUNCH BAG  BLACK SKULL.'],LUNCH BAG  BLACK SKULL.
20727,"22384, 20725",0.061443033530341154,0.030604482415588975,0.01802328983556674,0.29333333333333333,9.584652644996813,1.0,0.01614285759632697,1.371786109789261,0.9543017304411407,0.2434782608695652,0.2710233812225844,0.4411217335882728,['20727'],"['22384', '20725']",['LUNCH BAG  BLACK SKULL.'],"['LUNCH BAG PINK POLKADOT', 'LUNCH BAG RED RETROSPOT']","LUNCH BAG PINK POLKADOT, LUNCH BAG RED RETROSPOT"
22383,"20725, 22382",0.06103341330680555,0.027327520627304112,0.0158581543683071,0.25982742090124644,9.507903202958031,1.0,0.014190262507210593,1.3141157979089662,0.9529884791556379,0.21872477804681198,0.23903205365066782,0.4200636033842421,['22383'],"['20725', '22382']",['LUNCH BAG SUKI DESIGN'],"['LUNCH BAG RED RETROSPOT', 'LUNCH BAG SPACEBOY DESIGN']","LUNCH BAG RED RETROSPOT, LUNCH BAG SPACEBOY DESIGN"
"20725, 22382",22383,0.027327520627304112,0.06103341330680555,0.0158581543683071,0.5802997858672377,9.50790320295803,1.0,0.014190262507210593,2.2372316121720504,0.9199646935706512,0.21872477804681198,0.5530190103879612,0.4200636033842421,"['20725', '22382']",['22383'],"['LUNCH BAG RED RETROSPOT', 'LUNCH BAG SPACEBOY DESIGN']",['LUNCH BAG SUKI DESIGN'],LUNCH BAG SUKI DESIGN
"22384, 20725",20728,0.030604482415588975,0.05646907367312306,0.016326291766633506,0.5334608030592735,9.446955091689041,1.0,0.014598084994379814,2.022404403561298,0.9223745833436106,0.23076923076923075,0.5055390513197671,0.4112899870218647,"['22384', '20725']",['20728'],"['LUNCH BAG PINK POLKADOT', 'LUNCH BAG RED RETROSPOT']",['LUNCH BAG CARS BLUE'],LUNCH BAG CARS BLUE
20728,"22384, 20725",0.05646907367312306,0.030604482415588975,0.016326291766633506,0.28911917098445594,9.44695509168904,1.0,0.014598084994379814,1.3636540444153886,0.9476592252338285,0.23076923076923075,0.2666761748734376,0.4112899870218647,['20728'],"['22384', '20725']",['LUNCH BAG CARS BLUE'],"['LUNCH BAG PINK POLKADOT', 'LUNCH BAG RED RETROSPOT']","LUNCH BAG PINK POLKADOT, LUNCH BAG RED RETROSPOT"
23207,23206,0.03780209491485751,0.05061735619404295,0.01802328983556674,0.47678018575851394,9.419302421303174,1.0,0.016109847732380375,1.8145005559131604,0.9289513320712006,0.25602660016625106,0.4488841589267286,0.4164247749601818,['23207'],['23206'],['LUNCH BAG ALPHABET DESIGN'],['LUNCH BAG APPLE DESIGN'],LUNCH BAG APPLE DESIGN
23206,23207,0.05061735619404295,0.03780209491485751,0.01802328983556674,0.3560693641618497,9.419302421303172,1.0,0.016109847732380375,1.4942570698359934,0.9414908008658007,0.25602660016625106,0.33077111014789573,0.4164247749601818,['23206'],['23207'],['LUNCH BAG APPLE DESIGN'],['LUNCH BAG ALPHABET DESIGN'],LUNCH BAG ALPHABET DESIGN
"22383, 20725",20728,0.030370413716425772,0.05646907367312306,0.016150740242261104,0.5317919075144508,9.417400940429483,1.0,0.01443575111262503,2.0151956821549346,0.9218093201437905,0.22847682119205295,0.5037702745915685,0.40890113510437565,"['22383', '20725']",['20728'],"['LUNCH BAG SUKI DESIGN', 'LUNCH BAG RED RETROSPOT']",['LUNCH BAG CARS BLUE'],LUNCH BAG CARS BLUE
20728,"22383, 20725",0.05646907367312306,0.030370413716425772,0.016150740242261104,0.2860103626943005,9.417400940429483,1.0,0.01443575111262503,1.3580443407309855,0.947307146786319,0.22847682119205295,0.2636470179893121,0.40890113510437565,['20728'],"['22383', '20725']",['LUNCH BAG CARS BLUE'],"['LUNCH BAG SUKI DESIGN', 'LUNCH BAG RED RETROSPOT']","LUNCH BAG SUKI DESIGN, LUNCH BAG RED RETROSPOT"
21181,21175,0.04002574755690795,0.04043536778044356,0.015214465445608286,0.3801169590643275,9.40060595289478,1.0,0.013596009622457522,1.547976906693813,0.930883173516517,0.23318385650224216,0.3539955307629158,0.3781916199084301,['21181'],['21175'],['PLEASE ONE PERSON METAL SIGN'],['GIN + TONIC DIET METAL SIGN'],GIN + TONIC DIET METAL SIGN
21175,21181,0.04043536778044356,0.04002574755690795,0.015214465445608286,0.3762662807525326,9.40060595289478,1.0,0.013596009622457522,1.539077049740549,0.9312805501609013,0.23318385650224216,0.3502599495141743,0.3781916199084301,['21175'],['21181'],['GIN + TONIC DIET METAL SIGN'],['PLEASE ONE PERSON METAL SIGN'],PLEASE ONE PERSON METAL SIGN
"20728, 20725",20727,0.026859383228977705,0.061443033530341154,0.015331499795189888,0.5708061002178649,9.290005187260089,1.0,0.013681177810847527,2.1867900893886976,0.9169871427063203,0.21010425020048115,0.5427087378653964,0.41016495487083726,"['20728', '20725']",['20727'],"['LUNCH BAG CARS BLUE', 'LUNCH BAG RED RETROSPOT']",['LUNCH BAG  BLACK SKULL.'],LUNCH BAG  BLACK SKULL.
20727,"20728, 20725",0.061443033530341154,0.026859383228977705,0.015331499795189888,0.24952380952380954,9.290005187260089,1.0,0.013681177810847527,1.2966975223471742,0.9507759949626602,0.21010425020048115,0.22881012513243423,0.41016495487083726,['20727'],"['20728', '20725']",['LUNCH BAG  BLACK SKULL.'],"['LUNCH BAG CARS BLUE', 'LUNCH BAG RED RETROSPOT']","LUNCH BAG CARS BLUE, LUNCH BAG RED RETROSPOT"
"22383, 22384",20725,0.02340686991632044,0.07537012113055182,0.016384808941424307,0.7,9.2875,1.0,0.014620630320544167,3.0820995962314934,0.9137156210677692,0.19886363636363633,0.6755458515283842,0.458695652173913,"['22383', '22384']",['20725'],"['LUNCH BAG SUKI DESIGN', 'LUNCH BAG PINK POLKADOT']",['LUNCH BAG RED RETROSPOT'],LUNCH BAG RED RETROSPOT
20725,"22383, 22384",0.07537012113055182,0.02340686991632044,0.016384808941424307,0.21739130434782608,9.2875,1.0,0.014620630320544167,1.2478689995513683,0.9650655021834061,0.19886363636363633,0.19863383066690635,0.458695652173913,['20725'],"['22383', '22384']",['LUNCH BAG RED RETROSPOT'],"['LUNCH BAG SUKI DESIGN', 'LUNCH BAG PINK POLKADOT']","LUNCH BAG SUKI DESIGN, LUNCH BAG PINK POLKADOT"
23200,23203,0.027444554976885718,0.0631400315992744,0.0158581543683071,0.5778251599147122,9.15148670786146,1.0,0.014125304299838512,2.2191279049491937,0.9158636062894925,0.21221613155833982,0.5493725270320122,0.4144918199944274,['23200'],['23203'],['JUMBO BAG PEARS'],['JUMBO BAG VINTAGE DOILY'],JUMBO BAG VINTAGE DOILY
23203,23200,0.0631400315992744,0.027444554976885718,0.0158581543683071,0.2511584800741427,9.15148670786146,1.0,0.014125304299838512,1.298746689579134,0.9507590965978368,0.21221613155833982,0.23002691131089198,0.4144918199944274,['23203'],['23200'],['JUMBO BAG VINTAGE DOILY'],['JUMBO BAG PEARS'],JUMBO BAG PEARS
23208,23209,0.03481771900052665,0.05875124348996431,0.018666978758265552,0.5361344537815127,9.125499681944492,1.0,0.016621394471500454,2.0291413410270702,0.9225376150841211,0.24921875000000002,0.5071807075332465,0.42693176872342564,['23208'],['23209'],['LUNCH BAG VINTAGE LEAF DESIGN'],['LUNCH BAG VINTAGE DOILY'],LUNCH BAG VINTAGE DOILY
23209,23208,0.05875124348996431,0.03481771900052665,0.018666978758265552,0.31772908366533864,9.125499681944492,1.0,0.016621394471500454,1.4146613286474032,0.9459953635808201,0.24921875000000002,0.29311703108748466,0.42693176872342564,['23209'],['23208'],['LUNCH BAG VINTAGE DOILY'],['LUNCH BAG VINTAGE LEAF DESIGN'],LUNCH BAG VINTAGE LEAF DESIGN
22470,22469,0.04675522265785008,0.05600093627479665,0.023816490139856046,0.5093867334167709,9.09603958971703,1.0,0.021198153895279855,1.9241205406031565,0.9337182486353757,0.301704966641957,0.48028204112070405,0.46733704486930494,['22470'],['22469'],['HEART OF WICKER LARGE'],['HEART OF WICKER SMALL'],HEART OF WICKER SMALL
22469,22470,0.05600093627479665,0.04675522265785008,0.023816490139856046,0.42528735632183906,9.09603958971703,1.0,0.021198153895279855,1.658645912575341,0.9428632699150924,0.301704966641957,0.3970985655115965,0.46733704486930494,['22469'],['22470'],['HEART OF WICKER SMALL'],['HEART OF WICKER LARGE'],HEART OF WICKER LARGE
